lfd	Fragebogen	Ort	GID	LONG	LAT	org	item	phontype	lextype	belegnr.	erhebung	korrektur
652	Co A6	Heitersheim	130841	7.66768	47.87108	d' Mucka	mucka	muke	Mücke	1	maurer	na
653	Co A7	Eschbach (bei Heitersheim)	127310	7.65221	47.8908	Fliege	fliege	fliege	Fliege	1	maurer	na
654	Co A8	Bremgarten (Hartheim)	130873	7.62385	47.91694	Fliëge	fliëge	fliäge	Fliege	1	maurer	na
655	Co A9	Grißheim (Grissheim) 	133674	7.59238	47.87313	Fliegä	fliegä	fliege	Fliege	1	maurer	na
656	Co A10	Zienken (Müllheim)	131030	7.57779	47.84303	de Fliega	fliega	fliege	Fliege	1	maurer	na
657	Co B1	Tunsel	129250	7.66581	47.90315	Fliege	fliege	fliege	Fliege	1	maurer	na
658	Co B2	Gallenweiler	130812	7.68027	47.88527	d' Mucka	mucka	muke	Mücke	1	maurer	na
659	Co B3	Wettelbrunn	130866	7.69689	47.87134	Mugge	mugge	muke	Mücke	1	maurer	na
660	Co B4	Ballrechten-Dottingen	131282	7.70076	47.86061	Mucke	mucke	muke	Mücke	1	maurer	na
661	Co B5	Laufen	133366	7.68471	47.8434	die Mugge	mugge	muke	Mücke	1	maurer	na
662	Co B6	Sulzburg	127565	7.70727	47.84122	die Mucke	mucke	muke	Mücke	1	maurer	na
663	Co B7	Untermünstertal-Ziegelplatz (Untermünstertal)	127413	7.78649	47.85518	Fliëge	fliëge	fliäge	Fliege	1	maurer	na
664	Co B8	Untermünstertal-Rotenbuck	133351	7.79435	47.84136	die Fleg	fleg	fleg	Fliege	1	maurer	na
665	Co B9	Staufen (bei Freiburg)	130210	7.72962	47.88166	Mugge	mugge	muke	Mücke	1	maurer	na
666	Co B10	Grunern bei Müllheim	127909	7.72184	47.87162	Fliäge, Mugge	mugge	muke	Mücke	2	maurer	na
666	Co B10	Grunern bei Müllheim	127909	7.72184	47.87162	Fliäge, Mugge	fliäge	fliäge	Fliege	1	maurer	na
667	Co B11	Bad Krozingen	134102	7.70333	47.91813	Mukke	mukke	muke	Mücke	1	maurer	na
668	Co B12	Ehrenstetten	131193	7.75208	47.91557	die Fliaga	fliaga	fliäge	Fliege	1	maurer	na
669	Co B13	Obermünstertal-Krumlinden (Obermünstertal)	128346	7.81186	47.87153	d' Fli͜ëga	fli͜ëga	fliäge	Fliege	1	maurer	na
670	Co C1	Obermünstertal-Neuhof	132141	7.86115	47.84975	d' Fliege	fliege	fliege	Fliege	1	maurer	na
671	Co C2	Wieden	129656	7.8814	47.84169	Schdubeflieg	schdubeflieg	stubeflieg	Stubenfliege	1	maurer	na
672	Co C3	Aftersteg (bei Todtnau)	134203	7.92836	47.843	die Fliage	fliage	fliäge	Fliege	1	maurer	na
673	Co C4	Todtnauberg	127383	7.94335	47.85074	Fliege	fliege	fliege	Fliege	1	maurer	na
674	Co C5	Muggenbrunn	129090	7.91725	47.857	die Fliägä	fliägä	fliäge	Fliege	1	maurer	na
675	Co C6	Sankt Wilhelm	128154	7.94887	47.89511	Mugge	mugge	muke	Mücke	1	maurer	na
676	Co C7	Hofsgrund	130486	7.89778	47.90096	Fli(ä)ge	flige	fliege	Fliege	1	maurer	na
676	Co C7	Hofsgrund	130486	7.89778	47.90096	Fli(ä)ge	fliäge	fliäge	Fliege	2	maurer	na
677	Co C8	Zastler	129997	7.965	47.93356	Fliëge	fliëge	fliäge	Fliege	1	maurer	na
678	Co C9	St Ulrich	133013	7.83776	47.909	Fliege	fliege	fliege	Fliege	1	maurer	na
679	Co C10	Obermünstertal-Stohren	546041	7.87525	47.8938	Fliege	fliege	fliege	Fliege	1	maurer	na
680	Co C11	Brandenberg	130096	7.97372	47.84091	Fliega	fliega	fliege	Fliege	1	maurer	na
681	Co C12	Obermünstertal-Spielweg	127862	7.83588	47.87776	d' Fliega	fliega	fliege	Fliege	1	maurer	na
682	Co D1	Dollern (Dolleren)	24847	6.93211	47.80559	Mucka	mucka	muke	Mücke	1	maurer	na
683	Co D2	Oberbruck	26248	6.94324	47.80838	Mugga	mugga	muke	Mücke	1	maurer	na
684	Co D3	Rimbach-Pès-Masevaux)	35565	6.9473	47.82212	d' Mucka	mucka	muke	Mücke	1	maurer	na
685	Co D4	Kirchberg-Wegscheid	27604	6.95965	47.79904	Mucka	mucka	muke	Mücke	1	maurer	na
686	Co D5	Sickert, Niederbruck	35614	6.979	47.78312	Mucka	mucka	muke	Mücke	1	maurer	na
687	Co D6	Sewen	32938	6.90688	47.80694	die Mugga	mugga	muke	Mücke	1	maurer	na
688	Co D7	Masmünster (Masevaux)	31069	6.99386	47.7727	die Mugga	mugga	muke	Mücke	1	maurer	na
689	Co D8	Niederbruck	29293	6.97173	47.78361	Mucka	mucka	muke	Mücke	1	maurer	na
690	Co E1	Oberburbach (Bourbach-Les-Haut)	27259	7.02973	47.7953	Mohka	mohka	moke	Mücke	1	maurer	Mohka
691	Co E2	Niederburbach (Bourbach-Le-Bas)	27390	7.05868	47.77527	d' Mugge	mugge	muke	Mücke	1	maurer	na
692	Co E3	Sentheim	24343	7.0544	47.75581	Muckä	muckä	muke	Mücke	1	maurer	na
693	Co E4	Aue (Lauw)	31922	7.02216	47.75778	d' Muck	muck	muk	Mücke	1	maurer	na
694	Co E5	Rodern	34665	7.0877	47.77839	Fliëge, Mucka	mucka	muke	Mücke	2	maurer	na
694	Co E5	Rodern	34665	7.0877	47.77839	Fliëge, Mucka	fliëge	fliäge	Fliege	1	maurer	na
695	Co E6	Leimbach	27849	7.09999	47.79305	d' Mugga	mugga	muke	Mücke	1	maurer	na
696	Co E7	Tann (Thann)	26121	7.10335	47.81019	die Mucke	mucke	muke	Mücke	1	maurer	na
697	Co E8	Alttann (Vieux-Thann)	35913	7.12206	47.80704	Muka	muka	muke	Mücke	1	maurer	na
698	Co E9	Tann-Bitschweiler (Bitschwiller-Lès-Thann)	23802	7.07947	47.82929	d' Mucka	mucka	muke	Mücke	1	maurer	na
699	Co E10	Oberasbach (Aspach-Le-Haute)	32272	7.13352	47.77692	Mucka	mucka	muke	Mücke	1	maurer	na
700	Co E11	Niederasbach (Aspach-Le-Bas)	25178	7.15065	47.7618	Mugga	mugga	muke	Mücke	1	maurer	na
701	Co E12	Steinbach	35270	7.15487	47.82041	Mucha	mucka	muke	Mücke	1	maurer	na
702	Co E13	Rammersmatt	31114	7.07084	47.78935	Muga	muga	muke	Mücke	1	maurer	na
703	Co F1	Uffholz	35077	7.17804	47.81981	d' Mucke	mucke	muke	Mücke	1	maurer	na
704	Co F2	Sennheim (Cerany)	27999	7.17837	47.80918	die Muck	muck	muk	Mücke	1	maurer	na
705	Co F3/1	Wittelsheim	23409	7.24063	47.81047	Mugge	mugge	muke	Mücke	1	maurer	na
706	Co F3/2	Wittelsheim	23409	7.24063	47.81047	Mugge	mugge	muke	Mücke	1	maurer	na
707	Co F4	Staffelfelden	26546	7.25504	47.82648	d' Muga	muga	muke	Mücke	1	maurer	na
708	Co F5	Wattweiler (Wattwiller)	35824	7.17766	47.83549	Mugga	mugga	muke	Mücke	1	maurer	na
709	Co F6	Lutterbach	25783	7.28171	47.7605	d' Muka	muka	muke	Mücke	1	maurer	na
710	Co F7/1	Mülhausen	522561	7.34375	47.7517	d' Muka	muka	muke	Mücke	1	maurer	na
711	Co F7/2	Mülhausen	522561	7.34375	47.7517	d' Můga	můga	muke	Mücke	1	maurer	na
712	Co G1	Rülisheim	28716	7.35868	47.82216	d' Mugga	mugga	muke	Mücke	1	maurer	na
713	Co G2	Wittenheim	31350	7.33993	47.81085	Mugga	mugga	muke	Mücke	1	maurer	na
714	Co G3	Kingersheim	32992	7.33579	47.79025	d' Mugga	mugga	muke	Mücke	1	maurer	na
715	Co G4	Illzach	35493	7.34839	47.78217	Mucka	mucka	muke	Mücke	1	maurer	na
716	Co G5	Sausheim	25073	7.3698	47.78852	d' Mugga	mugga	muke	Mücke	1	maurer	na
717	Co G6	Baldersheim	30438	7.37806	47.80152	Muck	muck	muk	Mücke	1	maurer	na
718	Co G7	Napoleonsinsel (Ile Napoléon), Illzach	35493	7.34839	47.78217	Mugga	mugga	muke	Mücke	1	maurer	na
719	Co G8/1	Modenheim	35788	7.35997	47.76894	d' Mucke	mucke	muke	Mücke	1	maurer	na
720	Co G8/2	Modenheim	35788	7.35997	47.76894	d' Můcka	můcka	muke	Mücke	1	maurer	na
721	Co G9	Battenheim	27813	7.38278	47.81739	Mugga	mugga	muke	Mücke	1	maurer	na
722	Co H1	Eichwald (Chalampé)	35031	7.53969	47.81643	Mŭgga	mŭgga	muke	Mücke	1	maurer	na
723	Co H2	Neuenburg (am Rhein)	129072	7.56012	47.81393	die Mugge	mugge	muke	Mücke	1	maurer	na
724	Co H3	Hügelheim	129726	7.6208	47.82868	Mucke	mucke	muke	Mücke	1	maurer	na
725	Co H4	Dattingen	131546	7.65681	47.83383	Flīge	flīge	flige	Fliege	1	maurer	na
726	Co H5	Zunzingen	130471	7.65195	47.82164	Fliege	fliege	fliege	Fliege	1	maurer	na
727	Co H6	Niederweiler	133006	7.64763	47.80664	Fleëge	fleëge	fliäge	Fliege	1	maurer	na
728	Co H7	Müllheim	128189	7.62923	47.80821	Fliega, Mugga	fliega	fliege	Fliege	1	maurer	na
728	Co H7	Müllheim	128189	7.62923	47.80821	Fliega, Mugga	mugga	muke	Mücke	2	maurer	na
729	Co H8	Auggen	134074	7.59221	47.78776	Fliege	fliege	fliege	Fliege	1	maurer	na
730	Co H9	Lipburg	127959	7.65665	47.78685	Flīĕgĕ	flīĕgĕ	fliäge	Fliege	1	maurer	na
731	Co H10	Mauchen	130289	7.59411	47.76239	Mucke	mucke	muke	Mücke	1	maurer	na
732	Co H11	Feldberg	130830	7.64081	47.7737	d Fliege	fliege	fliege	Fliege	1	maurer	na
733	Co H12	Obereggenen, Niedereggenen	132603	7.64434	47.75677	Fliēge	fliēge	fliäge	Fliege	1	maurer	na
734	Co H13	Schliengen	132886	7.57624	47.75579	Mugge	mugge	muke	Mücke	1	maurer	na
735	Co H14	Steinenstadt	127673	7.55314	47.76918	Mugge	mugge	muke	Mücke	1	maurer	na
736	Co H15	Homburg Kreis Mülhausen (Hombourg)	27090	7.50503	47.75908	die Mugge	mugge	muke	Mücke	1	maurer	na
737	Co H16	Ottmarsheim	24722	7.50646	47.78661	Mugge	mugge	muke	Mücke	1	maurer	na
738	Co H17	Banzenheim (Bantzenheim)	35229	7.51396	47.82468	Mucka	mucka	muke	Mücke	1	maurer	na
739	Co J1	Britzingen	133439	7.67237	47.82744	Fliege	fliege	fliege	Fliege	1	maurer	na
740	Co J2	Badenweiler	130399	7.67934	47.80555	Fliēge	fliēge	fliäge	Fliege	1	maurer	na
741	Co J3	Schweighof	133317	7.69904	47.80743	d' Fliege	fliege	fliege	Fliege	1	maurer	na
742	Co J4	Marzell bei Kandern	134157	7.72688	47.77116	Fliege	fliege	fliege	Fliege	1	maurer	na
743	Co J5	Bürchau	129312	7.82686	47.77616	Mucke	mucke	muke	Mücke	1	maurer	na
744	Co J6	Neuenweg, Landkreis Lörrach	128307	7.8271	47.79543	Flie̠ge 	flie̠ge 	fliäge	Fliege	1	maurer	na
745	Co J7	Malsburg	132763	7.70866	47.73257	Fliege	fliege	fliege	Fliege	1	maurer	na
746	Co K1	Todtnau	132647	7.94634	47.82887	Fliëge	fliëge	fliäge	Fliege	1	maurer	na
747	Co K2	Schlechtnau	131801	7.93888	47.8175	Fliäge, Mugge	mugge	muke	Mücke	2	maurer	na
747	Co K2	Schlechtnau	131801	7.93888	47.8175	Fliäge, Mugge	fliäge	fliäge	Fliege	1	maurer	na
748	Co K3	Geschwend	130389	7.93964	47.80434	Fliēge	fliēge	fliäge	Fliege	1	maurer	na
749	Co K4	Utzenfeld	131987	7.91301	47.80054	Fliage	fliage	fliäge	Fliege	1	maurer	na
750	Co K5	Aitern	131410	7.89522	47.80317	die Fliäge	fliäge	fliäge	Fliege	1	maurer	na
751	Co K6	Böllen	130406	7.84054	47.80226	Fliäge	fliäge	fliäge	Fliege	1	maurer	na
752	Co K7	Schönenberg	131494	7.88227	47.79265	d' Fliëge	fliëge	fliäge	Fliege	1	maurer	na
753	Co K8	Schönau	127723	7.89443	47.78637	Mugge	mugge	muke	Mücke	1	maurer	na
754	Co K9	Tunau	132741	7.92311	47.78574	d' Fliäge	fliäge	fliäge	Fliege	1	maurer	na
755	Co K10	Präg	130564	7.97232	47.77964	di Fliëg	fliëg	flieg	Fliege	1	maurer	na
756	Co K11	Präg-Herrenschwand	127444	7.95327	47.76746	Fliegĕ	fliegĕ	fliege	Fliege	1	maurer	na
757	Co K12	Todtmoos	127921	8.00438	47.74133	d' Flie̠ge	flie̠ge	fliäge	Fliege	1	maurer	na
758	Co K14	Fröhnd	131385	7.88397	47.7603	d' Fliëge	fliëge	fliäge	Fliege	1	maurer	na
759	Co M1	Gewenheim	27187	7.0913	47.75291	Muk	muk	muk	Mücke	1	maurer	na
760	Co M2	Obersulzbach Kreis Tann (Soppe-Le-Haut)	24914	7.05724	47.73372	d' Mucka	mucka	muke	Mücke	1	maurer	na
761	Co M3	Niedersulzbach (soppe-Le-Bas)	35825	7.09079	47.71688	d' Muga	muga	muke	Mücke	1	maurer	na
762	Co M4	Oberburnhaupt (Burnhaupt-Le-Haut)	23365	7.14988	47.72886	Muckā	muckā	muke	Mücke	1	maurer	na
763	Co M5	Niederburnhaupt (Burnhaupt-Le-Bas)	27882	7.16039	47.71674	die Mugga	mugga	muke	Mücke	1	maurer	na
764	Co M6	Bretten Landkreis Altkirch	35072	7.0716	47.69963	die Muggä	muggä	muke	Mücke	1	maurer	na
765	Co M7	St Kosman (Saint-Cosme)	35102	7.06248	47.68339	Mugga	mugga	muke	Mücke	1	maurer	na
766	Co M8	Gildweiler (Gildwiller), Falkweiler, Hecken	25420	7.13461	47.6894	Spinnhobba	spinnhobba	spinhoba	Spinnhobba	1	maurer	na
767	Co M9	Diefmatten Kreis Altkirch	28157	7.11319	47.70828	Mucka	mucka	muke	Mücke	1	maurer	na
768	Co M10	Morzweiler (Mortzwiller)	33695	7.04125	47.73832	d' Mucka	mucka	muke	Mücke	1	maurer	na
769	Co N1	Schweighausem (Schweighouse-Thann)	23152	7.16714	47.75272	Mucke	mucke	muke	Mücke	1	maurer	na
770	Co N2	Reinigen	29136	7.2319	47.74911	d' Mugge	mugge	muke	Mücke	1	maurer	na
771	Co N3	Niedermorschweiler (Morschwiller-Le-Bas)	29943	7.26699	47.73596	Mugga	mugga	muke	Mücke	1	maurer	na
772	Co N4	Didenheim	35551	7.30295	47.71749	d' Mūggaͤ 	mūggaͤ 	muke	Mücke	1	maurer	na
773	Co N5	Hochstatt	30036	7.28072	47.70069	Muggä	muggä	muke	Mücke	1	maurer	na
774	Co N6	Zillisheim	29641	7.29485	47.69387	Mugga	mugga	muke	Mücke	1	maurer	na
775	Co N7	Flachslanden (Flaxlanden)	28408	7.30924	47.69692	Mucka	mucka	muke	Mücke	1	maurer	na
776	Co N8/1	Illfurt (Illfurth)	29095	7.26494	47.67073	Muga	muga	muke	Mücke	1	maurer	na
777	Co N8/2	Illfurt (Illfurth)	29095	7.26494	47.67073	Muga	muga	muke	Mücke	1	maurer	na
778	Co N9	Ober- und Niederspechbach (Spechbach-Le-Haut)	34253	7.2159	47.68086	Muga	muga	muke	Mücke	1	maurer	na
779	Co N10	Frönigen	30116	7.26801	47.69023	d' Mugeͣ	mugeͣ	muke	Mücke	1	maurer	na
780	Co N11	Galfingen (Galfingue)	34123	7.22481	47.70563	Mugge	mugge	muke	Mücke	1	maurer	na
781	Co N12	Balschweiler bei Altkirch	24173	7.1681	47.66772	Mugga	mugga	muke	Mücke	1	maurer	na
782	Co N13	Enschingen (Saint-Bernard)	27474	7.20293	47.67101	die Muka	muka	muke	Mücke	1	maurer	na
783	Co N14	Bernweiler (Bernwiller)	23627	7.19368	47.69085	d Mugga	mugga	muke	Mücke	1	maurer	na
784	Co N15	Heimsbrunn	23775	7.22696	47.72682	Mucka	mucka	muke	Mücke	1	maurer	na
785	Co N16	Brunnstatt (Brunstatt)	23934	7.31747	47.72106	d' Mugga	mugga	muke	Mücke	1	maurer	na
786	Co O1/1	Rixheim	26570	7.39739	47.74412	Mugga	mugga	muke	Mücke	1	maurer	na
787	Co O1/2	Napoleoninsel Rixheim	26570	7.39739	47.74412	d' Muga	muga	muke	Mücke	1	maurer	na
788	Co O2	Habsheim	30489	7.41666	47.72864	Muka	muka	muke	Mücke	1	maurer	na
789	Co O3	Zimmersheim	23126	7.38892	47.72013	d' Muge	muge	muke	Mücke	1	maurer	na
790	Co O4	Brubach Landkreis Mülhausen	27563	7.35964	47.70073	Mukā	mukā	muke	Mücke	1	maurer	na
791	Co O5	Dietenweiler (Dietwiller)	31129	7.40296	47.69288	Mugga	mugga	muke	Mücke	1	maurer	na
792	Co O6	Schlierbach	27573	7.4066	47.68284	Mucka	mucka	muke	Mücke	1	maurer	na
793	Co O7	Landser	33844	7.39601	47.68637	Můgge	můgge	muke	Mücke	1	maurer	na
794	Co O8	Niedersteinbrunn (Steinbrunn-Le-Bas)	26719	7.36609	47.67219	Mocka 	mocka 	moke	Mücke	1	maurer	na
795	Co O9	Mülhausen-Riedisheim	31572	7.36836	47.74966	d' Mugga	mugga	muke	Mücke	1	maurer	na
796	Co O10	Eschenzweiler (Eschentzwiller)	32750	7.39812	47.71239	d' Muga	muga	muke	Mücke	1	maurer	na
797	Co P1	Kleinlandau (Petit-Landau)	23504	7.52082	47.73028	d' Muka	muka	muke	Mücke	1	maurer	na
798	Co P2	Bellingen (Bad Bellingen)	127624	7.55728	47.7319	Mugge	mugge	muke	Mücke	1	maurer	na
799	Co P3	Liel	131259	7.604	47.73928	d' Flege	flege	flege	Fliege	1	maurer	na
800	Co P4	Feuerbach	134012	7.642	47.73653	na	na	na	na	1	maurer	na
801	Co P5	Riedlingen	133084	7.63561	47.71579	Fliege	fliege	fliege	Fliege	1	maurer	na
802	Co P6	Tannenkirch	130419	7.6103	47.71116	die Stubafliega	stubafliega	stubefliege	Stubenfliege	1	maurer	na
803	Co P7	Hertingen	128590	7.58442	47.7231	Fliege	fliege	fliege	Fliege	1	maurer	na
804	Co P8	Bamlach	132536	7.54942	47.71753	Fliēgen	fliēgen	fliegen	Fliege	1	maurer	na
805	Co P9	Rheinweiler	134113	7.53324	47.71013	Fliēge	fliēge	fliäge	Fliege	1	maurer	na
806	Co P10/1	Kembs-Neuweg	29868	7.50399	47.6877	d' Mucka	mucka	muke	Mücke	1	maurer	na
807	Co P10/2	Kembs  	29868	7.50399	47.6877	die Mugge	mugge	muke	Mücke	1	maurer	na
808	Co P10/3	Kembs  	29868	7.50399	47.6877	d' Mugga	mugga	muke	Mücke	1	maurer	na
809	Co P11	Niffer	31300	7.50904	47.71353	Mugge	mugge	muke	Mücke	1	maurer	na
810	Co P12	Blansingen	127514	7.54141	47.69158	die Můcke	můcke	muke	Mücke	1	maurer	na
811	Co P13	Welmlingen	130627	7.56233	47.68899	d' Mugge	mugge	muke	Mücke	1	maurer	na
812	Co P14	Mappach	133039	7.59794	47.68033	d' Fliĕgĕ	fliĕgĕ	fliäge	Fliege	1	maurer	na
813	Co P15	Holzen	128627	7.62775	47.69538	Fliēge	fliēge	fliäge	Fliege	1	maurer	na
814	Co P16	Kandern	130340	7.66224	47.71456	d' Fliege	fliege	fliege	Fliege	1	maurer	na
815	Co P17	Wintersweiler	129729	7.56756	47.67374	Fliĕge	fliĕge	fliäge	Fliege	1	maurer	na
816	Co P18	Huttingen	130049	7.5497	47.67294	Fliĕge	fliĕge	fliäge	Fliege	1	maurer	na
817	Co P19	Kleinkems	127620	7.52279	47.691	Fliëge	fliëge	fliäge	Fliege	1	maurer	na
818	Co Q1	Malsburg	132763	7.70866	47.73257	Fliäge	fliäge	fliäge	Fliege	1	maurer	na
819	Co Q2	Wies	127559	7.76723	47.74789	d' Fliege	fliege	fliege	Fliege	1	maurer	na
820	Co Q3	Raich	132917	7.79724	47.75076	Fliége	fliége	fliäge	Fliege	1	maurer	na
821	Co Q4	Elbenschwand	127686	7.83139	47.7509	Fliéga	fliéga	fliäge	Fliege	1	maurer	na
822	Co Q5	Gresgen	127633	7.82053	47.71127	Fliege	fliege	fliege	Fliege	1	maurer	na
823	Co Q6	Tegernau	128971	7.79638	47.72037	Fli͜ege	fli͜ege	fliege	Fliege	1	maurer	na
824	Co Q7	Sallneck	130082	7.7724	47.72297	Fliege	fliege	fliege	Fliege	1	maurer	na
825	Co Q8	Endenburg	132787	7.73306	47.71161	Fliēge	fliēge	fliäge	Fliege	1	maurer	na
826	Co Q9	Weitenau	127421	7.76525	47.67775	Fliege	fliege	fliege	Fliege	1	maurer	na
827	Co Q10	Wieslet	133005	7.79819	47.6893	die Fliëge	fliëge	fliäge	Fliege	1	maurer	na
828	Co Q11	Schlächtenhaus-Hofen	130808	7.73863	47.69047	Fliëge	fliëge	fliäge	Fliege	1	maurer	na
829	Co R1	Pfaffenberg	133153	7.86972	47.73452	Fliäge	fliäge	fliäge	Fliege	1	maurer	na
830	Co R2	Ehrsberg	131471	7.90629	47.74318	Flie̠ge	flie̠ge	fliäge	Fliege	1	maurer	na
831	Co R3	Häg (bei Mambach)	128455	7.91432	47.73207	Fliegä	fliegä	fliege	Fliege	1	maurer	na
832	Co R4	Happach	130377	7.95137	47.7412	d' Schdubäfliäge	schdubäfliäge	stubefliäge	Stubenfliege	1	maurer	na
833	Co R5	Mambach	128808	7.88363	47.72839	Fliege 	fliege 	fliege	Fliege	1	maurer	na
834	Co R6	Atzenbach	131927	7.8735	47.71532	Fliege	fliege	fliege	Fliege	1	maurer	na
835	Co R7	Häg-Rohrberg	133785	7.90412	47.7181	die Fliége	fliége	fliäge	Fliege	1	maurer	na
836	Co R8	Adelsberg	131783	7.83666	47.71725	Fliege	fliege	fliege	Fliege	1	maurer	na
837	Co R9	Zell im Wiesental	127334	7.85301	47.70753	d' Mucke	mucke	muke	Mücke	1	maurer	na
838	Co R10	Riedichen	130514	7.88873	47.70465	Flīege	flīege	fliäge	Fliege	1	maurer	na
839	Co R11	Gersbach	132933	7.93271	47.69725	Fliäge	fliäge	fliäge	Fliege	1	maurer	na
840	Co R12	Hausen im Wiesental	133374	7.84055	47.68143	Mugge	mugge	muke	Mücke	1	maurer	na
841	Co R13	Raitbach	129590	7.86089	47.68233	Fli(a)gä	fligä	flige	Fliege	1	maurer	na
841	Co R13	Raitbach	129590	7.86089	47.68233	Fli(a)gä	fliagä	fliäge	Fliege	2	maurer	na
842	Co R14	Rütte (bei Todtmoos; es gibt auch noch eines bei Herreschrie und eines bei Todtnauberg)	130234	8.01336	47.76141	Fliege	fliege	fliege	Fliege	1	maurer	na
843	Co R15	Todtmoos	127921	8.00438	47.74133	Fliäge	fliäge	fliäge	Fliege	1	maurer	na
844	Co T1	Brückensweiler (Bréchaumont)	23110	7.0684	47.66973	Mucke	mucke	muke	Mücke	1	maurer	na
845	Co T2	Niedertraubach (traubach-Le-Haute)	23294	7.09169	47.66903	Mucke	mucke	muke	Mücke	1	maurer	na
846	Co T3	Büttweiler (Buethwiller)	33659	7.14982	47.65627	d' Můcka	můcka	muke	Mücke	1	maurer	na
847	Co T4	Hagenbach	35255	7.15712	47.65028	Mugga	mugga	muke	Mücke	1	maurer	na
848	Co T5	Gommersdorf	23404	7.13318	47.64299	a Mucka	mucka	muke	Mücke	1	maurer	na
849	Co T6	Dammerkirch (Dannemarie)	32569	7.1214	47.63024	d' Mugga	mugga	muke	Mücke	1	maurer	na
850	Co T7	Wolfersdorf	36513	7.1132	47.63625	d' Mucka	mucka	muke	Mücke	1	maurer	na
851	Co T8	Retzweiler	28179	7.09315	47.63072	a Mucka	mucka	muke	Mücke	1	maurer	na
852	Co T9	Gottestal, Luttern (Valdieu-Lutran)	35491	7.05852	47.63139	die Muck	muck	muk	Mücke	1	maurer	na
853	Co T10	Schaffnatt am Weier (Chavannes-Sur-L'Étang)	32026	7.02504	47.63178	d' Mucke	mucke	muke	Mücke	1	maurer	na
854	Co T11	Mansbach (Manspach)	23894	7.10508	47.6176	Mugga	mugga	muke	Mücke	1	maurer	na
855	Co T12	Altenach	26163	7.11466	47.60658	Mucka	mucka	muke	Mücke	1	maurer	na
856	Co T13	St. Ulrich bei Dammerkirch	24452	7.11911	47.59537	d' Mucka	mucka	muke	Mücke	1	maurer	na
857	Co T14	Füllern (Fulleren)	23617	7.14596	47.59468	d' Mucka	mucka	muke	Mücke	1	maurer	na
858	Co T15	Ballersdorf	25662	7.1624	47.625	d' Muka	muka	muke	Mücke	1	maurer	na
859	Co T16	Menglatt (Magny)	25581	7.05408	47.6019	d' Muggä	muggä	muke	Mücke	1	maurer	na
860	Stra A 1/1	Rosheim	31983	7.46905	48.49622	Mu(o)ck 	muck 	muk	Mücke	1	maurer	na
860	Stra A 1/1	Rosheim	31983	7.46905	48.49622	Mu(o)ck 	muock 	muk	Mücke	2	maurer	na
861	Stra A 1/2	Rosheim	31983	7.46905	48.49622	Můck	můck	muk	Mücke	1	maurer	na
862	Stra A 1/3	Rosheim	31983	7.46905	48.49622	die Mock	mock	mok	Mücke	1	maurer	na
863	Stra A 2	Bischofsheim (Bischoffsheim)	28364	7.49675	48.48669	Mugg	mugg	muk	Mücke	1	maurer	na
864	Stra A 3/1	Börsch (Boersch)	25907	7.43994	48.47577	a Muck	muck	muk	Mücke	1	maurer	na
865	Stra A 3/2	Börsch (Boersch)	25907	7.43994	48.47577	d' Můck	můck	muk	Mücke	1	maurer	na
866	Stra A 4	Oberehnheim (Obernai)	26960	7.48507	48.4622	s' Muck	muck	muk	Mücke	1	maurer	na
867	Stra A 5	Bernhardsweiler (Bernardvillé)	26869	7.40011	48.36706	die Mōck	mōck	mok	Mücke	1	maurer	na
868	Stra A 6/1	Ottrott	33811	7.43298	48.46056	die Mog	mog	mok	Mücke	1	maurer	na
869	Stra A 6/2	Ottrott	33811	7.43298	48.46056	Moͧg	moͧg	mok	Mücke	1	maurer	na
870	Stra A 7	St. Nabor (Sain-Nabor)	26465	7.42423	48.4458	d' Můck 	můck 	muk	Mücke	1	maurer	na
871	Stra A 8	Heiligenstein	30187	7.45184	48.41784	die Mugga	mugga	muke	Mücke	1	maurer	na
872	Stra A 9	Burgheim (Bourgheim)	30367	7.49064	48.41936	Muck	muck	muk	Mücke	1	maurer	na
873	Stra A 10	Goxweiler (Goxwiller)	30599	7.48432	48.43288	Mūck	mūck	muk	Mücke	1	maurer	na
874	Stra A 11	Klingenthal	535435	7.41771	48.47239	Muck	muck	muk	Mücke	1	maurer	na
875	Stra B 1	Griesheim (Griesheim-Près-Molsheim)	28738	7.53227	48.50237	die Muck	muck	muk	Mücke	1	maurer	na
876	Stra B 2	Innenheim	34804	7.57348	48.49644	Muck	muck	muk	Mücke	1	maurer	na
877	Stra B 3	Lipsheim	23251	7.66966	48.49284	d' Muck	muck	muk	Mücke	1	maurer	na
878	Stra B 4	Krautergersheim	35186	7.56557	48.47613	d' Muck	muck	muk	Mücke	1	maurer	na
879	Stra B 5	Meistratzheim	27113	7.54397	48.44858	Mucke	mucke	muke	Mücke	1	maurer	na
880	Stra B 6	Niederehnheim (Niedernai)	30219	7.51765	48.45309	Muck	muck	muk	Mücke	1	maurer	na
881	Stra B 7	Walf (Valff))	27868	7.52068	48.42151	Muck	muck	muk	Mücke	1	maurer	na
882	Stra B 8	Bolsenheim	23354	7.6099	48.42013	d' Muck	muck	muk	Mücke	1	maurer	na
883	Stra B 9	Schäfersheim (Schaeffersheim)	23269	7.6199	48.42864	Muck	muck	muk	Mücke	1	maurer	na
884	Stra B 10	Erstein	25068	7.66295	48.4211	d' Muck	muck	muk	Mücke	1	maurer	na
